2022-10-03 08:52:24.350034 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Settings\GUI Controls.xml [148 ms]
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; AP map detection skipped. Manually configured AP map found.
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; AP[0]: AHB-AP (IDR: Not set)
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; AP[1]: MEM-AP (IDR: Not set)
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; AP[0]: Core found
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; AP[0]: AHB-AP ROM base: 0xF0002000
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; CPUID register: 0x410CC601. Implementer code: 0x41 (ARM)
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; Found Cortex-M0 r0p1, Little endian.
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; FPUnit: 2 code (BP) slots and 0 literal slots
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; CoreSight components:
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; ROMTbl[0] @ F0002000
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; [0][0]: F0000000 CID B105900D PID 001BB932 MTB-M0+
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; [0][1]: F0001000 CID B105900D PID 0008E000 MTBDWT
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; [0][2]: E00FF000 CID B105100D PID 000BB4C0 ROM Table
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; ROMTbl[1] @ E00FF000
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; [1][0]: E000E000 CID B105E00D PID 000BB008 SCS
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; [1][1]: E0001000 CID B105E00D PID 000BB00A DWT
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; [1][2]: E0002000 CID B105E00D PID 000BB00B FPB
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; Cortex-M0 identified.
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; Without any given address range, Erase Chip will be executed
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; Erasing device...
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; J-Link: Flash download: Total time needed: 0.924s (Prepare: 0.128s, Compare: 0.000s, Erase: 0.786s, Program: 0.000s, Verify: 0.000s, Restore: 0.009s)
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; Erasing done.
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; J-Link>r
2022-10-03 08:53:49.841422 ; TestStep       ; Information ; Reset delay: 0 ms
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset type NORMAL: Resets core & peripherals via SYSRESETREQ & VECTRESET bit.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Halt core after reset via DEMCR.VC_CORERESET.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Reset device via AIRCR.SYSRESETREQ.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: SYSRESETREQ has confused core.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Found SW-DP with ID 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; DPIDR: 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; CoreSight SoC-400 or earlier
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP map detection skipped. Manually configured AP map found.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[0]: AHB-AP (IDR: Not set)
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[1]: MEM-AP (IDR: Not set)
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[0]: Skipped. Could not read CPUID register
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Using fallback: Reset pin.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Halt core after reset via DEMCR.VC_CORERESET.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Reset device via reset pin
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: VC_CORERESET did not halt CPU. (Debug logic also reset by reset pin?).
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Reconnecting and manually halting CPU.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Found SW-DP with ID 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; DPIDR: 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; CoreSight SoC-400 or earlier
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP map detection skipped. Manually configured AP map found.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[0]: AHB-AP (IDR: Not set)
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[1]: MEM-AP (IDR: Not set)
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[0]: Skipped. Could not read CPUID register
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; CPU could not be halted
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Core did not halt after reset, trying to disable WDT.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Halt core after reset via DEMCR.VC_CORERESET.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Reset device via reset pin
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: VC_CORERESET did not halt CPU. (Debug logic also reset by reset pin?).
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Reconnecting and manually halting CPU.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Found SW-DP with ID 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; DPIDR: 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; CoreSight SoC-400 or earlier
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP map detection skipped. Manually configured AP map found.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[0]: AHB-AP (IDR: Not set)
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[1]: MEM-AP (IDR: Not set)
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[0]: Skipped. Could not read CPUID register
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; CPU could not be halted
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Failed. Toggling reset pin and trying reset strategy again.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Found SW-DP with ID 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; DPIDR: 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; CoreSight SoC-400 or earlier
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP map detection skipped. Manually configured AP map found.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[0]: AHB-AP (IDR: Not set)
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[1]: MEM-AP (IDR: Not set)
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[0]: Skipped. Could not read CPUID register
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Halt core after reset via DEMCR.VC_CORERESET.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: Reset device via AIRCR.SYSRESETREQ.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Reset: SYSRESETREQ has confused core.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; Found SW-DP with ID 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; DPIDR: 0x0BC11477
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; CoreSight SoC-400 or earlier
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP map detection skipped. Manually configured AP map found.
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[0]: AHB-AP (IDR: Not set)
2022-10-03 08:53:49.841614 ; TestStep       ; Information ; AP[1]: MEM-AP (IDR: Not set)
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; AP[0]: Skipped. Could not read CPUID register
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: Using fallback: Reset pin.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: Halt core after reset via DEMCR.VC_CORERESET.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: Reset device via reset pin
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: VC_CORERESET did not halt CPU. (Debug logic also reset by reset pin?).
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: Reconnecting and manually halting CPU.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Found SW-DP with ID 0x0BC11477
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; DPIDR: 0x0BC11477
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; CoreSight SoC-400 or earlier
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; AP map detection skipped. Manually configured AP map found.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; AP[0]: AHB-AP (IDR: Not set)
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; AP[1]: MEM-AP (IDR: Not set)
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; AP[0]: Skipped. Could not read CPUID register
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; CPU could not be halted
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: Core did not halt after reset, trying to disable WDT.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: Halt core after reset via DEMCR.VC_CORERESET.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: Reset device via reset pin
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: VC_CORERESET did not halt CPU. (Debug logic also reset by reset pin?).
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Reset: Reconnecting and manually halting CPU.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Found SW-DP with ID 0x0BC11477
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; DPIDR: 0x0BC11477
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; CoreSight SoC-400 or earlier
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; AP map detection skipped. Manually configured AP map found.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; AP[0]: AHB-AP (IDR: Not set)
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; AP[1]: MEM-AP (IDR: Not set)
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; AP[0]: Skipped. Could not read CPUID register
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; CPU could not be halted
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; CPU could not be halted
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; 
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; ****** Error: Could not find core in Coresight setup
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Failed to halt CPU.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; J-Link>g
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; 
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; ****** Error: CPU is not halted
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; J-Link>qc
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; 
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; Script processing completed.
2022-10-03 08:53:50.456972 ; TestStep       ; Information ; 
2022-10-03 08:53:50.480951 ; TestPlan       ; Information ; "Programmeren uC DUT \ Run Program" completed with verdict 'Pass'. [3.77 s]
2022-10-03 08:53:50.481664 ; TestPlan       ; Information ; "Programmeren uC DUT \ Spanning afleggen FIO2" started.
2022-10-03 08:53:50.483108 ; TestStep       ; Debug       ; FIO2set to: Low
2022-10-03 08:53:50.483108 ; TestPlan       ; Information ; "Programmeren uC DUT \ Spanning afleggen FIO2" completed with verdict 'Pass'. [1.90 ms]
2022-10-03 08:53:50.483709 ; TestPlan       ; Information ; "Programmeren uC DUT \ Delay 500ms" started.
2022-10-03 08:53:50.983610 ; TestPlan       ; Information ; "Programmeren uC DUT \ Delay 500ms" completed. [500 ms]
2022-10-03 08:53:50.983610 ; TestPlan       ; Information ; "Programmeren uC DUT \ Spanning aanleggen FIO2" started.
2022-10-03 08:53:50.985586 ; TestStep       ; Debug       ; FIO2set to: High
2022-10-03 08:53:50.985586 ; TestPlan       ; Information ; "Programmeren uC DUT \ Spanning aanleggen FIO2" completed with verdict 'Pass'. [2.06 ms]
2022-10-03 08:53:50.985586 ; TestPlan       ; Information ; "Programmeren uC DUT" completed with verdict 'Pass'. [4.27 s]
2022-10-03 08:53:50.985586 ; TestPlan       ; Debug       ; Test step runs finished. [4.51 s]
2022-10-03 08:53:50.986572 ; TestPlan       ; Debug       ; "Programmeren uC DUT \ Spanning aanleggen FIO2" PostPlanRun completed. [362 us]
2022-10-03 08:53:50.986572 ; TestPlan       ; Debug       ; "Programmeren uC DUT \ Spanning afleggen FIO2" PostPlanRun completed. [12.4 us]
2022-10-03 08:53:50.986572 ; TestPlan       ; Debug       ; "Stromen controleren \ DUT nt kortgesloten AIN0" PostPlanRun completed. [7.00 us]
2022-10-03 08:53:50.986572 ; TestPlan       ; Debug       ; "Spanningen controleren \ 3V3 Meten AIN1" PostPlanRun completed. [6.50 us]
2022-10-03 08:53:50.986572 ; TestPlan       ; Debug       ; "Spanningen controleren \ 48V Meten AIN8" PostPlanRun completed. [6.80 us]
2022-10-03 08:53:50.986572 ; TestPlan       ; Debug       ; "48V nr DUT aanleggen FIO2" PostPlanRun completed. [5.80 us]
2022-10-03 08:53:50.986572 ; TestPlan       ; Debug       ; "48V inschakelen FIO6" PostPlanRun completed. [6.10 us]
2022-10-03 08:53:50.986572 ; TestPlan       ; Debug       ; "DALI afleggen FIO4" PostPlanRun completed. [5.50 us]
2022-10-03 08:53:50.986572 ; TestPlan       ; Debug       ; "48V nr DUT afleggen begin FIO2" PostPlanRun completed. [6.10 us]
2022-10-03 08:53:50.986572 ; Summary        ; Information ; -------- Summary of test plan started 10/03/2022 08:53:44 --------
2022-10-03 08:53:50.986572 ; Summary        ; Information ;  48V nr DUT afleggen begin FIO2                     1.47 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;  DALI afleggen FIO4                                 1.18 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;  48V inschakelen FIO6                               1.33 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;  48V nr DUT aanleggen FIO2                          1.24 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;  Delay 100ms                                         100 ms         
2022-10-03 08:53:50.986572 ; Summary        ; Information ;  Spanningen controleren                             79.7 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;    48V Meten AIN8                                   46.5 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;    3V3 Meten AIN1                                   32.7 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;  Stromen controleren                                34.3 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;    DUT nt kortgesloten AIN0                         34.0 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;  Programmeren uC DUT                                4.27 s   Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;    Run Program                                      3.77 s   Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;    Spanning afleggen FIO2                           1.90 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ;    Delay 500ms                                       500 ms         
2022-10-03 08:53:50.986572 ; Summary        ; Information ;    Spanning aanleggen FIO2                          2.06 ms  Pass   
2022-10-03 08:53:50.986572 ; Summary        ; Information ; ------------------------------------------------------------------
2022-10-03 08:53:50.986572 ; Summary        ; Information ; ----------- Test plan completed successfully in 6.39 s -----------
2022-10-03 08:53:50.993763 ; Labjack        ; Information ; Resource "Labjack" closed. [1.50 us]
2022-10-03 08:56:12.000531 ; Main           ; Information ; Saved test plan to C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTapPrograms\dummy.TapPlan [13.8 ms]
2022-10-03 08:56:17.386649 ; Main           ; Debug       ; Loaded Test plan C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTapPrograms\ADELE\ADELE250.TapPlan [516 ms]
2022-10-03 08:57:06.184636 ; TestPlan       ; Information ; -----------------------------------------------------------------
2022-10-03 08:57:06.195646 ; TestPlan       ; Information ; Starting TestPlan 'ADELE250' on 10/03/2022 08:57:06, 33 of 33 TestSteps enabled.
2022-10-03 08:57:06.210555 ; TestPlan       ; Debug       ; Saved Test Plan XML [15.1 ms]
2022-10-03 08:57:08.055584 ; Labjack        ; Information ; Resource "Labjack" opened. [1.85 s]
2022-10-03 08:57:08.061045 ; TestPlan       ; Debug       ; "48V nr DUT afleggen begin FIO2" PrePlanRun completed. [2.11 ms]
2022-10-03 08:57:08.062591 ; TestPlan       ; Debug       ; "DALI afleggen FIO4" PrePlanRun completed. [1.79 ms]
2022-10-03 08:57:08.064021 ; TestPlan       ; Debug       ; "48V inschakelen FIO6" PrePlanRun completed. [1.67 ms]
2022-10-03 08:57:08.066017 ; TestPlan       ; Debug       ; "48V nr DUT aanleggen FIO2" PrePlanRun completed. [1.68 ms]
2022-10-03 08:57:08.067053 ; TestPlan       ; Debug       ; "Spanningen controleren \ 48V Meten AIN8" PrePlanRun completed. [1.68 ms]
2022-10-03 08:57:08.069011 ; TestPlan       ; Debug       ; "Spanningen controleren \ 3V3 Meten AIN1" PrePlanRun completed. [1.88 ms]
2022-10-03 08:57:08.071002 ; TestPlan       ; Debug       ; "Stromen controleren \ DUT nt kortgesloten AIN0" PrePlanRun completed. [1.87 ms]
2022-10-03 08:57:08.073151 ; TestPlan       ; Debug       ; "Soldeerlinken controleren \ SL Top EIO3" PrePlanRun completed. [2.04 ms]
2022-10-03 08:57:08.075994 ; TestPlan       ; Debug       ; "Soldeerlinken controleren \ SL Mid EIO1" PrePlanRun completed. [2.35 ms]
2022-10-03 08:57:08.077991 ; TestPlan       ; Debug       ; "Soldeerlinken controleren \ SL Bot CIO2" PrePlanRun completed. [2.03 ms]
2022-10-03 08:57:08.079975 ; TestPlan       ; Debug       ; "Programmeren uC DUT \ Spanning afleggen FIO2" PrePlanRun completed. [1.92 ms]
2022-10-03 08:57:08.081973 ; TestPlan       ; Debug       ; "Programmeren uC DUT \ Spanning aanleggen FIO2" PrePlanRun completed. [1.66 ms]
2022-10-03 08:57:08.082976 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 250mA Ok AIN4" PrePlanRun completed. [1.63 ms]
2022-10-03 08:57:08.085149 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 48VMOD inschakelen FIO6" PrePlanRun completed. [1.68 ms]
2022-10-03 08:57:08.086959 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 4V ingang DAC1" PrePlanRun completed. [1.66 ms]
2022-10-03 08:57:08.087992 ; TestPlan       ; Debug       ; "Simuleer LED1 \ LED meten AIN4" PrePlanRun completed. [1.77 ms]
2022-10-03 08:57:08.089990 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 2V ingang DAC1" PrePlanRun completed. [1.71 ms]
2022-10-03 08:57:08.091949 ; TestPlan       ; Debug       ; "Simuleer LED1 \ LED meten AIN4" PrePlanRun completed. [1.61 ms]
2022-10-03 08:57:08.092940 ; TestPlan       ; Debug       ; "Simuleer LED1 \ 0V ingang DAC1" PrePlanRun completed. [1.58 ms]
2022-10-03 08:57:08.094936 ; TestPlan       ; Debug       ; "Simuleer LED1 \ LED meten AIN4" PrePlanRun completed. [1.55 ms]
2022-10-03 08:57:08.095973 ; TestPlan       ; Debug       ; "48V naar DUT afleggen einde FIO2" PrePlanRun completed. [30.4 ms]
2022-10-03 08:57:08.095973 ; TestPlan       ; Debug       ; PrePlanRun Methods completed [37.7 ms]
2022-10-03 08:57:08.095973 ; TestPlan       ; Information ; "48V nr DUT afleggen begin FIO2" started.
2022-10-03 08:57:08.097925 ; TestStep       ; Debug       ; FIO2set to: Low
2022-10-03 08:57:08.098326 ; TestPlan       ; Information ; "48V nr DUT afleggen begin FIO2" completed with verdict 'Pass'. [1.47 ms]
2022-10-03 08:57:08.098326 ; TestPlan       ; Information ; "DALI afleggen FIO4" started.
2022-10-03 08:57:08.098922 ; TestStep       ; Debug       ; FIO4set to: Low
2022-10-03 08:57:08.098922 ; TestPlan       ; Information ; "DALI afleggen FIO4" completed with verdict 'Pass'. [1.25 ms]
2022-10-03 08:57:08.098922 ; TestPlan       ; Information ; "48V inschakelen FIO6" started.
2022-10-03 08:57:08.100916 ; TestStep       ; Debug       ; FIO6set to: Low
2022-10-03 08:57:08.100916 ; TestPlan       ; Information ; "48V inschakelen FIO6" completed with verdict 'Pass'. [1.24 ms]
2022-10-03 08:57:08.101230 ; TestPlan       ; Information ; "48V nr DUT aanleggen FIO2" started.
2022-10-03 08:57:08.101966 ; TestStep       ; Debug       ; FIO2set to: High
2022-10-03 08:57:08.101966 ; TestPlan       ; Information ; "48V nr DUT aanleggen FIO2" completed with verdict 'Pass'. [1.23 ms]
2022-10-03 08:57:08.101966 ; TestPlan       ; Information ; "Delay 100ms" started.
2022-10-03 08:57:08.203035 ; TestPlan       ; Information ; "Delay 100ms" completed. [100 ms]
2022-10-03 08:57:08.203035 ; TestPlan       ; Information ; "Spanningen controleren" started.
2022-10-03 08:57:08.203035 ; TestPlan       ; Information ; "Spanningen controleren \ 48V Meten AIN8" started.
2022-10-03 08:57:08.251689 ; TestStep       ; Debug       ; AIN8 measured: 47.6431406879425
2022-10-03 08:57:08.251689 ; TestPlan       ; Information ; "Spanningen controleren \ 48V Meten AIN8" completed with verdict 'Pass'. [48.6 ms]
2022-10-03 08:57:08.251689 ; TestPlan       ; Information ; "Spanningen controleren \ 3V3 Meten AIN1" started.
2022-10-03 08:57:08.286596 ; TestStep       ; Debug       ; AIN1 measured: 3.29543218374252
2022-10-03 08:57:08.286596 ; TestPlan       ; Information ; "Spanningen controleren \ 3V3 Meten AIN1" completed with verdict 'Pass'. [34.6 ms]
2022-10-03 08:57:08.286596 ; TestPlan       ; Information ; "Spanningen controleren" completed with verdict 'Pass'. [83.7 ms]
2022-10-03 08:57:08.286596 ; TestPlan       ; Information ; "Stromen controleren" started.
2022-10-03 08:57:08.286596 ; TestPlan       ; Information ; "Stromen controleren \ DUT nt kortgesloten AIN0" started.
2022-10-03 08:57:08.331475 ; TestStep       ; Debug       ; AIN0 measured: 24.5120496451855
2022-10-03 08:57:08.331475 ; TestPlan       ; Information ; "Stromen controleren \ DUT nt kortgesloten AIN0" completed with verdict 'Pass'. [44.3 ms]
2022-10-03 08:57:08.331475 ; TestPlan       ; Information ; "Stromen controleren" completed with verdict 'Pass'. [44.6 ms]
2022-10-03 08:57:08.331475 ; TestPlan       ; Information ; "Soldeerlinken controleren" started.
2022-10-03 08:57:08.331475 ; TestPlan       ; Information ; "Soldeerlinken controleren \ SL Top EIO3" started.
2022-10-03 08:57:08.332472 ; TestStep       ; Debug       ; EIO3read: High
2022-10-03 08:57:08.332472 ; TestPlan       ; Information ; "Soldeerlinken controleren \ SL Top EIO3" completed with verdict 'Pass'. [1.05 ms]
2022-10-03 08:57:08.332472 ; TestPlan       ; Information ; "Soldeerlinken controleren \ SL Mid EIO1" started.
2022-10-03 08:57:08.333468 ; TestStep       ; Debug       ; EIO1read: High
2022-10-03 08:57:08.333468 ; TestPlan       ; Information ; "Soldeerlinken controleren \ SL Mid EIO1" completed with verdict 'Pass'. [1.22 ms]
2022-10-03 08:57:08.334570 ; TestPlan       ; Information ; "Soldeerlinken controleren \ SL Bot CIO2" started.
2022-10-03 08:57:08.335512 ; TestStep       ; Debug       ; CIO2read: High
2022-10-03 08:57:08.335512 ; TestPlan       ; Information ; "Soldeerlinken controleren \ SL Bot CIO2" completed with verdict 'Pass'. [1.20 ms]
2022-10-03 08:57:08.335512 ; TestPlan       ; Information ; "Soldeerlinken controleren" completed with verdict 'Pass'. [4.05 ms]
2022-10-03 08:57:08.335512 ; TestPlan       ; Information ; "Programmeren uC DUT" started.
2022-10-03 08:57:08.335512 ; TestPlan       ; Information ; "Programmeren uC DUT \ Run Program" started.
2022-10-03 08:57:08.335512 ; TestStep       ; Debug       ; Starting process ..\..\..\..\..\..\..\..\Program Files\SEGGER\JLink\JLink.exe with arguments "-commanderscript AppFirmware.jlink"
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; SEGGER J-Link Commander V7.62b (Compiled Mar  8 2022 15:16:51)
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; DLL version V7.62b, compiled Mar  8 2022 15:15:34
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; 
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; 
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link Command File read successfully.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Processing script file...
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link>device MKL03Z32xxx4
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link connection not established yet but required for command.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Connecting to J-Link via USB...O.K.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Firmware: J-Link V11 compiled Sep 22 2022 14:53:28
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Hardware version: V11.00
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; S/N: 51020380
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; License(s): GDB
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; USB speed mode: High speed (480 MBit/s)
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; VTref=3.300V (fixed)
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link>si SWD
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Selecting SWD as current target interface.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link>speed 1000
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Selecting 1000 kHz as target interface speed
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link>Sleep 600
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Sleep(600)
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; J-Link>loadfile C:\Engineering\Projecten\LedsGo\versie6Stroom\OpenTap.Plugins.LedsGo\OpenTap.Plugins.LedsGo\bin\Debug\Packages\JLink\ADELE\MDL_v3.0.hex, 0x00
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Target connection not established yet but required for command.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Device "MKL03Z32XXX4" selected.
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; 
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; 
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Connecting to target via SWD
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; ConfigTargetSettings() start
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; ConfigTargetSettings() end
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; InitTarget() start
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; InitTarget()
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Connect Under Reset
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; InitTarget() end
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; Found SW-DP with ID 0x0BC11477
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; DPIDR: 0x0BC11477
2022-10-03 08:57:10.329763 ; TestStep       ; Information ; CoreSight SoC-400 or earlier
